Status,Seniority,Home,Marital,Records,Job,Income,Debt,Savings
good,9,parents,married,no_rec,fixed,118,0,3.48
good,12,owner,married,no_rec,fixed,205,1950,14.46545455
good,4,owner,married,no_rec,fixed,145,0,2.896551724
bad,2,priv,married,yes_rec,fixed,135,0,2.7
bad,0,priv,married,no_rec,partime,125,0,1.523809524
good,12,owner,divorced,no_rec,fixed,117,0,5.963636364
good,27,owner,married,yes_rec,fixed,260,8000,6.260869565
good,1,parents,married,yes_rec,fixed,251,0,7.282758621
good,2,rent,married,no_rec,fixed,130,0,3.024
bad,0,other,married,no_rec,freelance,134,0,1.977777778
bad,0,rent,married,no_rec,freelance,246,0,8.55
bad,2,owner,married,yes_rec,fixed,185,0,5.305263158
good,2,rent,separated,no_rec,fixed,148,0,6.72
bad,3,priv,married,yes_rec,fixed,200,2000,4.5
good,1,rent,married,no_rec,fixed,200,0,3.549295775
good,3,owner,married,no_rec,partime,61,50,-0.5568
good,3,owner,married,no_rec,fixed,150,0,4.090909091
good,19,owner,married,no_rec,fixed,170,0,3.6
good,1,priv,married,no_rec,fixed,115,0,3
good,25,owner,married,no_rec,freelance,215,0,2.24
good,8,rent,married,no_rec,partime,60,0,-2.1
good,30,owner,married,no_rec,fixed,150,0,8.1
good,15,owner,married,no_rec,fixed,144,200,3.25
good,18,owner,married,no_rec,fixed,75,0,0.964285714
good,4,rent,single,no_rec,fixed,70,0,0.54
good,13,owner,married,no_rec,freelance,120,0,3.6
good,13,rent,separated,no_rec,fixed,222,0,9.9
good,4,rent,single,no_rec,fixed,120,0,2.085714286
good,1,rent,married,no_rec,fixed,165,0,3.52
good,25,owner,married,no_rec,freelance,250,0,12
bad,10,other,married,no_rec,others,65,0,-1.333333333
good,6,parents,married,yes_rec,fixed,94,0,5.88
bad,0,rent,single,no_rec,partime,141,0,4.14
good,20,priv,married,no_rec,fixed,150,0,3.56043956
bad,0,parents,single,yes_rec,partime,66,0,1.116
good,4,owner,married,no_rec,others,82,0,2.22
bad,0,owner,married,no_rec,fixed,156,0,2.346666667
good,12,owner,married,no_rec,fixed,114,192,1.672781955
good,2,owner,married,no_rec,partime,92,0,1.112727273
good,3,parents,single,no_rec,partime,79,0,2.2
bad,2,owner,married,no_rec,fixed,74,0,-0.96
good,0,owner,married,no_rec,fixed,178,0,4.494545455
good,3,owner,married,no_rec,fixed,150,1408,1.983709091
bad,2,parents,married,no_rec,freelance,59,0,-2.232
good,4,parents,single,no_rec,freelance,60,0,2.5
good,5,owner,married,no_rec,freelance,110,0,1.405857741
good,20,rent,married,no_rec,fixed,150,0,3.913043478
good,12,parents,separated,no_rec,fixed,154,0,4.393846154
good,6,owner,married,no_rec,fixed,220,4500,5.75
good,5,parents,single,no_rec,freelance,115,0,5.907692308
bad,7,rent,married,no_rec,freelance,130,0,1.751824818
good,1,parents,single,no_rec,fixed,113,0,5.032258065
bad,1,owner,married,no_rec,freelance,198,0,3.68
bad,0,ignore,married,no_rec,fixed,80,0,1.066666667
good,7,rent,married,no_rec,fixed,77,0,0.675
good,8,rent,married,no_rec,freelance,219,0,4.697142857
good,1,owner,separated,no_rec,freelance,310,0,8.676923077
good,20,rent,married,yes_rec,freelance,175,0,3.28
bad,5,owner,married,yes_rec,freelance,321,0,7.38
good,18,owner,married,no_rec,fixed,179,3200,4.32
good,4,parents,divorced,no_rec,fixed,185,0,6
good,14,owner,married,no_rec,fixed,210,2500,6.818181818
good,0,rent,married,no_rec,fixed,77,0,1.655172414
good,30,owner,married,no_rec,freelance,33,0,-0.72
bad,0,rent,married,no_rec,partime,70,0,-0.864
bad,1,parents,married,no_rec,partime,83,0,2
bad,10,owner,married,no_rec,freelance,17,0,-5.84
good,2,owner,single,no_rec,fixed,176,0,4.491428571
good,1,parents,single,no_rec,fixed,65,0,3.6
good,1,rent,married,no_rec,partime,76,0,-0.42
good,19,ignore,married,no_rec,fixed,110,300,1.645714286
bad,8,rent,married,yes_rec,fixed,84,0,1.028571429
good,0,owner,separated,no_rec,fixed,170,0,5.4
bad,5,other,married,no_rec,fixed,95,0,1.2
bad,2,owner,married,no_rec,partime,95,1300,1.508571429
bad,0,rent,single,no_rec,partime,40,0,0.06
good,12,owner,married,yes_rec,fixed,165,1500,2.8125
bad,1,owner,married,no_rec,fixed,50,0,-2
good,14,owner,married,yes_rec,fixed,164,0,5.942857143
good,2,parents,married,no_rec,freelance,150,0,4.32
bad,1,parents,single,no_rec,partime,26,0,-0.568421053
bad,1,other,single,no_rec,fixed,90,0,3.666666667
good,3,owner,married,no_rec,fixed,200,2969,4.556727273
good,1,rent,widow,no_rec,fixed,100,0,2.64
good,22,parents,married,no_rec,fixed,110,0,1.615384615
good,30,owner,married,no_rec,fixed,150,0,7.636363636
bad,2,other,married,yes_rec,freelance,134,0,1.776
good,1,parents,married,no_rec,fixed,121,0,1.672727273
good,5,rent,divorced,no_rec,freelance,120,0,3.183157895
good,17,owner,married,no_rec,fixed,106,0,3.172413793
good,14,other,married,no_rec,fixed,100,1,2.3994
good,3,rent,married,no_rec,partime,79,0,1.56
good,1,rent,single,no_rec,fixed,98,800,2.4
good,17,owner,married,no_rec,freelance,134,800,2.622857143
good,35,owner,married,no_rec,freelance,90,0,0.931034483
good,1,parents,single,no_rec,fixed,210,0,5.333333333
good,12,owner,married,no_rec,fixed,160,270,4.17
good,2,owner,married,no_rec,fixed,120,400,4.26
good,7,other,married,yes_rec,fixed,211,0,7.114285714
bad,17,owner,married,yes_rec,fixed,80,0,0.333333333
good,1,other,single,no_rec,partime,70,0,2
good,3,owner,married,yes_rec,others,67,0,1.32
good,7,parents,married,no_rec,freelance,71,0,1.04
good,13,rent,married,no_rec,fixed,92,0,0.4
good,15,parents,married,no_rec,fixed,158,0,2.352
good,0,owner,married,no_rec,others,115,0,3.3
bad,0,rent,married,no_rec,partime,80,0,-0.144
good,5,rent,married,no_rec,fixed,176,0,2.766666667
good,10,owner,married,yes_rec,freelance,321,0,8.529230769
good,7,owner,married,no_rec,fixed,112,0,1.701818182
good,2,parents,single,no_rec,freelance,134,0,3.204
bad,0,rent,married,no_rec,fixed,75,0,1.2
good,10,owner,married,no_rec,freelance,100,0,1.371428571
good,2,rent,single,no_rec,fixed,75,0,1.92
good,12,owner,married,no_rec,fixed,80,0,0.6
good,2,rent,married,no_rec,fixed,170,0,3.6
good,20,other,married,no_rec,others,140,0,3
bad,0,owner,married,yes_rec,partime,120,0,1.8
good,12,owner,married,no_rec,fixed,100,0,2.285714286
good,15,owner,married,no_rec,fixed,200,200,8.28
bad,0,rent,married,yes_rec,fixed,50,4000,-3.1875
bad,20,priv,married,no_rec,fixed,83,0,0.369230769
good,5,owner,married,yes_rec,freelance,75,0,0
good,18,other,married,no_rec,freelance,62,0,-0.367058824
good,6,parents,separated,no_rec,fixed,220,0,6.5625
good,5,owner,married,no_rec,freelance,100,0,1.309090909
good,11,rent,single,no_rec,fixed,137,0,5.348571429
good,1,rent,single,no_rec,fixed,97,0,2.936470588
good,22,owner,married,no_rec,fixed,100,0,1.066666667
good,2,priv,married,no_rec,fixed,170,0,3
bad,6,owner,married,no_rec,fixed,151,0,1.012844037
bad,0,owner,single,yes_rec,partime,115,0,4.114285714
good,15,other,married,no_rec,fixed,153,0,9.92
bad,0,other,married,yes_rec,fixed,299,0,6.184615385
good,14,rent,married,no_rec,freelance,67,0,0
bad,6,other,single,yes_rec,fixed,135,0,9.6
good,5,rent,married,no_rec,fixed,177,0,6.788571429
bad,2,parents,separated,no_rec,freelance,140,0,5.04
good,14,rent,married,no_rec,fixed,85,0,2.976
good,26,owner,married,no_rec,fixed,95,0,1.423728814
good,0,parents,single,no_rec,fixed,119,0,3.024
good,29,owner,married,no_rec,fixed,145,0,2.4
good,4,rent,single,no_rec,fixed,100,0,3.52
good,4,owner,married,no_rec,freelance,200,0,3.3
good,20,owner,married,no_rec,freelance,159,0,1.188
bad,8,owner,married,yes_rec,fixed,96,1700,0.117073171
good,1,other,single,no_rec,fixed,85,0,3.529411765
bad,20,owner,married,yes_rec,freelance,60,0,-0.6
bad,5,owner,married,yes_rec,freelance,152,0,2.976
good,15,owner,married,no_rec,freelance,70,600,-0.66
good,2,rent,single,no_rec,others,89,0,3.702857143
good,7,owner,married,no_rec,freelance,138,0,2.7
good,10,owner,married,no_rec,fixed,187,0,5.843478261
good,21,other,widow,no_rec,fixed,110,0,6
bad,2,rent,married,no_rec,partime,148,0,3.48
good,0,owner,married,no_rec,fixed,89,0,0.504
good,12,rent,married,no_rec,fixed,106,0,2.5
bad,3,parents,married,no_rec,freelance,98,0,20.16
bad,11,owner,married,yes_rec,fixed,198,0,3.141818182
bad,2,owner,married,no_rec,others,40,0,-1.411764706
good,22,owner,married,no_rec,fixed,100,0,1.2
good,7,owner,married,no_rec,fixed,145,0,2.688
bad,2,owner,married,yes_rec,fixed,80,0,1.2
good,20,owner,married,no_rec,freelance,84,0,-0.261818182
good,7,owner,married,no_rec,fixed,208,0,11.736
bad,14,rent,married,yes_rec,fixed,212,0,6.96
good,7,owner,married,yes_rec,fixed,169,400,4.05
good,8,priv,married,no_rec,fixed,120,1200,3.436363636
good,21,rent,separated,yes_rec,fixed,180,0,5.378823529
bad,1,rent,married,no_rec,partime,136,0,2.108411215
good,1,owner,married,no_rec,partime,130,2500,1.8
good,14,owner,married,no_rec,fixed,205,0,5.777777778
good,2,other,married,no_rec,fixed,148,0,5.811428571
good,3,parents,single,no_rec,fixed,174,0,8.34
good,14,owner,married,no_rec,fixed,90,0,2.25
good,3,priv,married,no_rec,freelance,68,90,0.284
bad,0,other,single,no_rec,fixed,134,0,4.455
good,10,rent,single,no_rec,fixed,169,0,5.616
bad,2,parents,single,yes_rec,partime,103,0,3.264
good,3,rent,married,no_rec,fixed,121,0,2.56
bad,10,rent,married,no_rec,fixed,100,0,-1.44
good,1,owner,married,no_rec,fixed,54,0,-0.882
good,22,rent,married,no_rec,fixed,114,0,3.48
good,11,owner,married,no_rec,fixed,81,1800,1.08
bad,1,owner,married,yes_rec,freelance,196,0,0.256
good,0,parents,single,no_rec,partime,65,0,1.44
good,17,owner,married,no_rec,fixed,250,0,6.84
good,12,owner,married,no_rec,fixed,90,0,0
good,10,rent,married,no_rec,fixed,103,0,0.151578947
good,10,rent,married,no_rec,fixed,164,0,3.708
good,0,parents,single,no_rec,others,52,0,0.68
bad,1,other,married,yes_rec,fixed,129,0,2.547692308
good,4,rent,single,no_rec,fixed,150,0,4
good,1,parents,single,no_rec,fixed,80,0,2.25
good,11,owner,widow,no_rec,fixed,90,0,3.176470588
good,5,other,married,no_rec,fixed,95,0,1.090909091
bad,7,parents,single,no_rec,fixed,92,0,2.113720643
good,0,owner,married,no_rec,fixed,47,0,-1.44
good,17,owner,married,no_rec,fixed,115,0,3.6
good,1,owner,married,no_rec,partime,115,0,1.764705882
good,20,owner,married,no_rec,fixed,130,0,3.818181818
good,22,priv,married,no_rec,fixed,190,0,5.307692308
good,6,owner,married,no_rec,freelance,76,0,-0.610909091
bad,4,parents,single,no_rec,fixed,58,0,2.07
good,0,owner,married,no_rec,others,75,0,2.7
good,7,owner,married,no_rec,fixed,260,0,11.1
good,24,owner,married,no_rec,fixed,136,0,3.365517241
good,18,parents,married,no_rec,fixed,152,0,3.3
good,0,parents,married,no_rec,others,209,0,10.93333333
good,20,owner,married,no_rec,fixed,186,50,7.366666667
bad,3,parents,single,yes_rec,fixed,90,0,3.477344573
bad,0,owner,married,no_rec,fixed,120,1000,3.25
good,2,owner,married,no_rec,fixed,110,0,2.941176471
bad,0,owner,married,yes_rec,freelance,80,0,1.909090909
good,7,owner,married,no_rec,fixed,132,720,3.1104
good,3,owner,married,no_rec,fixed,245,0,9.6
good,10,owner,married,no_rec,freelance,200,0,8
good,3,parents,single,no_rec,fixed,66,0,2.48
bad,9,owner,married,yes_rec,freelance,267,0,4.065882353
good,30,owner,married,no_rec,freelance,6,0,-2.16
good,3,owner,married,no_rec,partime,185,0,4.2
good,30,other,married,no_rec,fixed,144,0,3.733333333
bad,15,owner,married,no_rec,fixed,46,0,-0.373333333
good,10,rent,married,no_rec,fixed,108,0,2.269090909
good,1,rent,married,no_rec,partime,50,0,0
good,4,parents,single,no_rec,fixed,80,0,2.7
good,7,owner,married,no_rec,freelance,120,0,2.16
good,6,parents,married,no_rec,fixed,168,0,3.489230769
good,14,owner,married,no_rec,fixed,183,1100,3.88
good,1,parents,single,no_rec,fixed,90,0,4.125
good,25,owner,married,no_rec,fixed,156,0,5.554285714
good,8,owner,separated,no_rec,fixed,102,0,2.412
bad,5,owner,single,yes_rec,freelance,142,3800,4.357894737
good,8,owner,married,no_rec,fixed,280,7000,8.576470588
good,20,owner,married,no_rec,fixed,195,0,9
bad,2,rent,single,no_rec,fixed,79,0,1.44
good,18,priv,married,no_rec,fixed,220,0,7.875
good,10,owner,married,no_rec,fixed,122,0,2.304
bad,2,parents,married,yes_rec,fixed,87,0,0.486
good,20,parents,single,no_rec,fixed,114,0,3.16
bad,20,rent,single,no_rec,freelance,94,0,3.146666667
good,7,priv,single,no_rec,fixed,187,2400,5.485714286
bad,3,owner,married,no_rec,freelance,491,0,6.24
good,22,owner,married,no_rec,fixed,250,0,12.6
good,10,rent,married,yes_rec,fixed,204,0,3.76
good,20,rent,married,no_rec,fixed,165,0,4.224
good,20,owner,married,yes_rec,fixed,130,0,1.32
good,2,parents,single,no_rec,fixed,79,0,1.789830508
good,22,rent,single,yes_rec,freelance,70,0,3.6
good,7,owner,separated,no_rec,fixed,96,0,4.305882353
good,5,owner,married,no_rec,freelance,85,0,0.5
bad,2,rent,separated,yes_rec,freelance,232,0,4.728
bad,13,rent,single,no_rec,fixed,66,0,1.8
good,17,other,married,no_rec,fixed,155,0,2.4
good,8,owner,married,no_rec,freelance,184,0,2.616
good,0,owner,married,no_rec,others,100,8000,-0.733333333
bad,0,parents,married,no_rec,freelance,228,0,3.79862069
good,6,rent,separated,no_rec,fixed,140,0,5.956363636
good,4,owner,married,no_rec,partime,158,0,5.424
good,20,priv,married,no_rec,fixed,144,0,6.624
good,38,rent,married,no_rec,fixed,340,0,4.474285714
good,26,rent,married,no_rec,fixed,250,0,9.9
good,3,owner,married,no_rec,fixed,296,2000,12.96
bad,5,parents,single,no_rec,partime,139,0,4.992
good,12,owner,married,yes_rec,fixed,110,1394,1.404
bad,1,parents,single,no_rec,partime,70,0,1.68
good,4,owner,married,no_rec,fixed,87,0,2.290909091
bad,13,priv,married,no_rec,fixed,108,30,0.758571429
good,1,parents,married,no_rec,fixed,90,0,1.35
good,5,parents,single,no_rec,fixed,56,0,0.471428571
good,10,rent,married,no_rec,fixed,235,0,8.712
bad,1,parents,married,no_rec,partime,60,0,0
good,3,rent,single,no_rec,partime,225,0,4.008
bad,5,rent,married,yes_rec,freelance,89,0,1.75
bad,2,priv,married,no_rec,fixed,80,0,0.138461538
bad,19,rent,separated,yes_rec,fixed,63,0,0.488888889
good,1,owner,married,no_rec,fixed,250,0,7.35483871
good,5,priv,separated,no_rec,freelance,143,0,4.32
good,7,rent,married,no_rec,fixed,73,0,1.957894737
good,25,rent,married,no_rec,fixed,126,0,0.951724138
good,11,owner,married,no_rec,fixed,101,2400,0.634196891
bad,27,owner,married,no_rec,freelance,60,0,0
good,19,owner,married,no_rec,fixed,169,0,5.314285714
bad,2,rent,married,yes_rec,others,193,0,3.536842105
good,5,rent,separated,no_rec,fixed,90,0,2.007272727
good,10,parents,married,no_rec,partime,116,0,2.8
bad,1,parents,single,no_rec,partime,60,0,0.888888889
good,6,parents,single,no_rec,fixed,107,1172,2.89344
good,22,owner,married,yes_rec,fixed,150,0,3.78
bad,0,rent,married,no_rec,freelance,254,0,2.856
bad,6,parents,single,yes_rec,freelance,319,0,8.52
good,3,other,married,no_rec,fixed,90,0,2.7
good,2,owner,married,no_rec,freelance,122,500,2.468571429
good,1,parents,married,no_rec,freelance,93,0,1.2375
good,18,owner,married,no_rec,fixed,121,150,1.78
good,2,parents,single,no_rec,partime,93,0,6.052173913
good,17,rent,married,no_rec,fixed,162,0,4.848
bad,0,rent,married,no_rec,partime,154,0,2.916923077
good,2,parents,married,yes_rec,freelance,43,0,-0.072
good,9,owner,married,no_rec,freelance,51,3000,-1.613793103
good,11,rent,married,no_rec,fixed,135,0,3.66
bad,3,owner,married,no_rec,others,60,1,-0.48032
good,2,parents,single,no_rec,fixed,106,0,5.195121951
good,32,parents,married,no_rec,freelance,160,0,21
bad,8,parents,single,yes_rec,fixed,76,0,1.892307692
bad,1,owner,married,no_rec,fixed,137,180,3.183529412
good,24,other,married,no_rec,fixed,115,0,3.36
bad,1,parents,single,no_rec,freelance,60,0,0.9375
good,15,rent,widow,no_rec,fixed,173,0,4.843636364
good,24,owner,married,no_rec,fixed,90,0,1.8
bad,5,rent,married,no_rec,freelance,365,0,7.421538462
bad,1,other,married,yes_rec,fixed,154,0,1.692
bad,0,parents,separated,no_rec,freelance,56,0,1.163076923
bad,4,rent,married,no_rec,freelance,100,0,0.75
good,0,parents,single,no_rec,fixed,70,0,1.4
good,2,other,single,no_rec,fixed,75,0,2.953846154
good,25,owner,married,yes_rec,freelance,60,3360,-2.016
good,17,rent,married,yes_rec,fixed,128,0,2.4
good,14,parents,married,yes_rec,fixed,120,0,2.88
bad,0,other,single,no_rec,fixed,54,0,1.628571429
good,15,owner,married,no_rec,fixed,113,0,1.302857143
bad,16,rent,married,no_rec,freelance,71,0,-0.33
good,16,owner,married,yes_rec,fixed,120,0,1.2
good,1,parents,single,no_rec,fixed,55,0,0.929032258
good,15,owner,single,no_rec,fixed,90,3000,0.9
good,5,owner,married,no_rec,freelance,69,0,2.057142857
good,5,rent,married,yes_rec,fixed,154,0,5.469090909
bad,0,owner,married,no_rec,freelance,16,0,-2.484705882
good,1,owner,married,no_rec,freelance,416,0,3.168
good,13,parents,married,no_rec,fixed,105,0,0.6
good,10,rent,married,no_rec,fixed,210,0,10.368
good,2,owner,married,no_rec,fixed,146,2000,5.46
good,2,parents,separated,no_rec,freelance,150,0,4.6
bad,0,owner,married,no_rec,others,105,3000,1.08
good,13,owner,married,no_rec,fixed,148,144,4.513777778
good,0,priv,married,no_rec,others,84,50,3.325714286
good,8,rent,married,no_rec,freelance,60,0,-0.411428571
good,4,owner,married,no_rec,freelance,80,0,1.157142857
good,15,parents,single,no_rec,fixed,226,2200,7.066666667
good,1,owner,married,no_rec,fixed,130,0,4.08
bad,20,rent,married,no_rec,fixed,100,0,0.72
good,2,owner,married,no_rec,others,175,0,5.52
bad,0,other,single,no_rec,partime,38,0,0.3
good,0,rent,single,no_rec,fixed,163,0,6.72
good,15,other,married,no_rec,fixed,131,0,12.384
good,24,owner,married,no_rec,fixed,125,200,2.304
good,15,owner,married,no_rec,freelance,212,0,6.535384615
bad,1,rent,single,no_rec,freelance,89,0,4.468965517
good,17,rent,married,no_rec,fixed,104,0,2.672727273
bad,1,rent,single,no_rec,partime,65,0,0.736
bad,2,parents,single,yes_rec,partime,75,0,2.181818182
good,0,parents,single,no_rec,fixed,126,0,6.066666667
good,0,parents,married,no_rec,fixed,91,0,1.68
good,14,rent,married,no_rec,fixed,103,0,2.376
good,2,parents,single,no_rec,fixed,100,0,2.4375
good,7,rent,married,yes_rec,freelance,164,0,6.6
good,6,owner,married,no_rec,fixed,131,1600,7
good,2,other,married,yes_rec,freelance,54,0,-0.127058824
good,0,other,married,no_rec,fixed,85,0,0.827586207
bad,2,priv,married,no_rec,partime,60,0,1.153846154
bad,0,owner,separated,no_rec,freelance,48,0,-1.44
good,0,parents,single,no_rec,partime,312,0,15.50822846
good,0,parents,single,no_rec,partime,80,0,1.661538462
bad,0,rent,married,yes_rec,fixed,83,0,1.35
good,8,owner,married,no_rec,fixed,77,0,1.165714286
good,2,parents,single,no_rec,freelance,63,0,1.12
good,0,parents,married,no_rec,others,31,0,-2.2656
bad,2,rent,single,no_rec,fixed,108,0,3.1
good,4,owner,married,no_rec,fixed,68,1379,0.762206897
good,5,parents,married,no_rec,fixed,120,0,3.642857143
good,8,owner,married,yes_rec,fixed,213,0,3.557647059
good,10,parents,married,no_rec,others,450,0,16.6
good,5,owner,married,no_rec,fixed,145,0,4
bad,15,owner,married,yes_rec,freelance,90,0,2.475
good,2,rent,widow,no_rec,fixed,114,0,3.885714286
good,2,parents,single,no_rec,fixed,104,0,2.957142857
good,20,owner,married,no_rec,fixed,240,0,13
good,1,owner,married,no_rec,others,45,0,0
good,10,parents,single,no_rec,fixed,70,0,1.615384615
good,0,owner,married,no_rec,fixed,85,0,1.363636364
good,11,owner,married,no_rec,fixed,82,0,2.587155963
bad,2,rent,married,no_rec,partime,80,0,1.296
bad,20,owner,married,no_rec,freelance,66,0,0.84
bad,0,priv,married,no_rec,partime,82,0,-0.8
good,3,owner,married,no_rec,fixed,99,500,1.14
good,28,owner,married,no_rec,freelance,46,0,-1.546666667
good,23,other,separated,no_rec,fixed,178,0,8.610810811
good,4,rent,married,no_rec,fixed,147,2000,2.364705882
good,11,owner,married,yes_rec,freelance,280,1300,10.656
good,12,owner,married,no_rec,freelance,75,0,2.4
good,6,owner,married,no_rec,fixed,190,0,4.35
bad,0,owner,single,yes_rec,partime,240,0,1.733333333
good,1,parents,single,no_rec,freelance,280,0,10.69090909
bad,8,other,married,no_rec,freelance,62,0,0.566666667
good,12,owner,married,no_rec,fixed,90,0,1.6
good,17,parents,separated,yes_rec,fixed,96,0,4.623157895
good,17,rent,married,no_rec,fixed,159,0,5.890909091
good,1,owner,married,no_rec,fixed,155,0,6.4
good,19,rent,single,no_rec,fixed,78,0,2.876712329
bad,0,rent,married,yes_rec,fixed,283,0,2.277279916
good,10,owner,married,no_rec,fixed,130,0,2.7
good,16,other,married,yes_rec,fixed,80,0,2.1
good,0,rent,single,yes_rec,partime,129,0,5.554285714
good,5,owner,married,no_rec,fixed,122,0,3.48
good,10,owner,married,no_rec,freelance,65,0,0.25
good,7,parents,single,no_rec,fixed,127,0,11.04
good,3,other,married,no_rec,fixed,125,0,2.88
good,0,owner,married,no_rec,freelance,260,250,6.463636364
good,10,rent,married,no_rec,fixed,158,0,4.92
good,32,owner,married,no_rec,fixed,163,0,7.92
bad,14,owner,married,no_rec,fixed,131,0,2.742857143
good,20,rent,married,no_rec,fixed,140,0,2.64
good,26,owner,married,no_rec,fixed,132,0,4.745454545
good,10,priv,married,no_rec,fixed,66,1700,-1.248
good,6,owner,married,no_rec,partime,140,0,4.173913043
good,2,owner,single,no_rec,fixed,150,0,3.45
good,24,owner,married,no_rec,fixed,110,0,1.460869565
bad,2,priv,married,no_rec,others,59,2200,-1.52
good,3,priv,married,no_rec,freelance,87,0,1.68
good,1,parents,single,no_rec,fixed,139,0,7.68
good,2,parents,single,no_rec,partime,100,0,1.671428571
good,16,rent,single,no_rec,fixed,135,0,3.969230769
good,5,owner,married,no_rec,fixed,137,0,2.050909091
good,1,rent,married,no_rec,fixed,120,0,2.52
good,0,rent,married,no_rec,freelance,91,0,3.36
good,7,owner,married,no_rec,fixed,87,0,0.216
good,23,rent,single,yes_rec,fixed,142,0,3.433846154
good,2,parents,single,no_rec,others,65,0,1.636363636
good,10,owner,married,no_rec,freelance,464,0,2.285454545
bad,5,rent,married,yes_rec,freelance,83,0,-1.176470588
bad,0,other,married,yes_rec,fixed,183,0,5.52
good,0,owner,single,no_rec,fixed,126,0,3.733333333
bad,0,parents,single,no_rec,partime,66,0,1.352727273
good,2,rent,single,no_rec,fixed,90,0,1.84
good,10,other,married,no_rec,fixed,84,0,1.028571429
good,4,other,married,yes_rec,freelance,61,0,0.042253521
good,4,parents,married,no_rec,freelance,103,0,3.885714286
bad,2,owner,married,no_rec,fixed,55,800,0.171428571
good,43,other,married,no_rec,fixed,185,0,9.404388715
good,8,parents,single,no_rec,fixed,85,0,2.4
good,9,owner,married,no_rec,fixed,101,0,6.336
good,8,priv,single,no_rec,fixed,180,0,5.890909091
good,30,other,married,no_rec,fixed,220,0,14
bad,2,owner,married,no_rec,fixed,142,0,1.968
good,5,parents,married,no_rec,fixed,91,0,2.986666667
bad,2,rent,married,yes_rec,others,57,0,0.8
good,1,owner,single,yes_rec,fixed,62,0,0.544
bad,10,owner,married,no_rec,freelance,27,0,-0.365714286
bad,4,other,married,no_rec,freelance,37,0,-3.312
good,22,other,married,no_rec,fixed,176,0,4.491428571
good,7,owner,married,no_rec,fixed,124,0,5.925
bad,1,parents,single,no_rec,fixed,128,2800,2.538461538
bad,7,owner,married,no_rec,fixed,92,991,1.262285714
good,7,other,married,no_rec,fixed,100,0,1
good,21,owner,married,no_rec,fixed,300,3500,6.218181818
good,8,owner,married,no_rec,fixed,167,0,11.712
good,25,owner,married,no_rec,fixed,222,0,7.476923077
bad,1,parents,single,no_rec,freelance,169,0,9.895384615
good,0,rent,married,no_rec,others,80,0,1.85
bad,5,rent,married,yes_rec,freelance,50,0,-0.6
good,13,parents,married,no_rec,fixed,138,0,5.722222222
good,2,rent,married,no_rec,fixed,187,0,3.99
bad,1,owner,married,no_rec,freelance,140,0,3.9375
good,7,parents,single,no_rec,fixed,58,0,1.254545455
good,18,other,single,no_rec,fixed,83,0,2.468571429
bad,1,rent,separated,no_rec,others,38,0,-3.69
good,6,owner,married,no_rec,freelance,51,350,-0.461538462
bad,2,owner,widow,no_rec,others,35,0,-0.923076923
good,12,owner,married,no_rec,fixed,84,0,1.645714286
good,7,parents,single,no_rec,fixed,95,0,4
good,18,owner,married,no_rec,fixed,104,800,2.04
good,6,owner,married,no_rec,fixed,390,0,11.88
good,10,owner,married,no_rec,fixed,209,0,5.544827586
good,7,priv,married,no_rec,fixed,71,0,0.66
good,1,parents,married,no_rec,fixed,200,0,9.9
bad,1,owner,separated,no_rec,fixed,48,0,0.65
bad,0,parents,separated,yes_rec,freelance,66,0,1.8
good,7,owner,married,no_rec,freelance,86,0,0.82
bad,16,owner,married,no_rec,fixed,82,0,1.665
good,10,owner,married,no_rec,freelance,126,0,3.645
good,11,owner,married,no_rec,fixed,111,0,2.436923077
good,20,owner,married,no_rec,fixed,87,0,2.52
good,1,rent,married,no_rec,freelance,535,0,5.232
good,8,rent,married,yes_rec,freelance,104,0,3.96
bad,1,owner,married,yes_rec,freelance,41,2000,-0.96
good,13,other,married,yes_rec,freelance,270,0,4.069565217
bad,8,parents,single,no_rec,partime,53,0,2.88
bad,1,owner,married,no_rec,freelance,49,300,-1.32
good,13,other,married,no_rec,fixed,140,0,6.857142857
good,2,parents,single,no_rec,fixed,67,0,6.075949367
good,6,owner,married,no_rec,freelance,189,3000,2.379130435
good,0,rent,married,no_rec,fixed,80,0,2.22
good,8,rent,married,no_rec,fixed,170,0,5.184
good,8,priv,married,no_rec,fixed,110,360,4.176
good,4,other,married,no_rec,fixed,98,0,3.15
bad,7,parents,married,no_rec,freelance,67,0,3.84
good,3,owner,married,no_rec,fixed,120,0,1.02
good,8,owner,married,no_rec,fixed,150,0,1.35
good,1,parents,single,no_rec,fixed,62,0,1.296
good,17,owner,married,no_rec,freelance,100,0,2.836363636
good,3,owner,married,no_rec,fixed,160,0,4.6
good,13,owner,married,no_rec,fixed,205,0,11.6
bad,9,rent,single,no_rec,fixed,115,0,2.55
bad,0,other,married,yes_rec,fixed,75,0,1.44
bad,0,other,married,no_rec,freelance,198,0,6.369230769
bad,15,owner,married,no_rec,freelance,76,1,0.756738462
good,15,owner,married,no_rec,freelance,110,0,0.857142857
good,1,owner,married,no_rec,fixed,531,0,18.25714286
good,5,priv,single,no_rec,fixed,145,0,6.6
good,5,rent,married,yes_rec,freelance,120,0,2.972903226
good,0,owner,married,no_rec,partime,100,0,3.12
good,12,owner,married,no_rec,fixed,167,0,5.101045296
good,14,owner,married,no_rec,freelance,245,0,4.44
good,23,owner,married,no_rec,fixed,100,0,2.752941176
