Status,Seniority,Home,Time,Marital,Records,Job,Expenses,Income,Debt,Amount,Price,Savings
good,5,rent,48,divorced,no_rec,freelance,57,120,0,950,1290,3.183157895
good,17,owner,60,married,no_rec,fixed,60,106,0,870,979,3.172413793
good,14,other,48,married,no_rec,fixed,60,100,1,800,1651,2.3994
good,3,rent,36,married,no_rec,partime,53,79,0,600,650,1.56
good,1,rent,48,single,no_rec,fixed,45,98,800,900,980,2.4
good,17,owner,36,married,no_rec,freelance,75,134,800,700,795,2.622857143
good,35,owner,60,married,no_rec,freelance,45,90,0,2900,4600,0.931034483
good,1,parents,48,single,no_rec,fixed,35,210,0,1575,2082,5.333333333
good,12,owner,60,married,no_rec,fixed,60,160,270,1400,1461,4.17
good,2,owner,60,married,no_rec,fixed,45,120,400,1000,1140,4.26
good,7,other,60,married,yes_rec,fixed,45,211,0,1400,1531,7.114285714
bad,17,owner,60,married,yes_rec,fixed,75,80,0,900,1286,0.333333333
good,1,other,60,single,no_rec,partime,35,70,0,1050,1190,2
good,3,owner,60,married,yes_rec,others,45,67,0,1000,1683,1.32
good,7,parents,60,married,no_rec,freelance,45,71,0,1500,1800,1.04
good,13,rent,60,married,no_rec,fixed,84,92,0,1200,1271,0.4
good,15,parents,24,married,no_rec,fixed,60,158,0,1000,1923,2.352
good,0,owner,12,married,no_rec,others,60,115,0,200,431,3.3
bad,0,rent,24,married,no_rec,partime,83,80,0,500,650,-0.144
good,5,rent,60,married,no_rec,fixed,93,176,0,1800,2450,2.766666667
good,10,owner,36,married,yes_rec,freelance,90,321,0,975,1576,8.529230769
good,7,owner,36,married,no_rec,fixed,60,112,0,1100,1460,1.701818182
good,2,parents,36,single,no_rec,freelance,45,134,0,1000,1310,3.204
bad,0,rent,60,married,no_rec,fixed,53,75,0,1100,1168,1.2
good,10,owner,24,married,no_rec,freelance,60,100,0,700,1461,1.371428571
good,2,rent,48,single,no_rec,fixed,43,75,0,800,900,1.92
good,12,owner,48,married,no_rec,fixed,60,80,0,1600,1661,0.6
good,2,rent,60,married,no_rec,fixed,92,170,0,1300,1525,3.6
good,20,other,60,married,no_rec,others,75,140,0,1300,1371,3
bad,0,owner,60,married,yes_rec,partime,75,120,0,1500,1702,1.8
good,12,owner,60,married,no_rec,fixed,60,100,0,1050,1657,2.285714286
good,15,owner,48,married,no_rec,fixed,60,200,200,800,1218,8.28
bad,0,rent,60,married,yes_rec,fixed,95,50,4000,1600,1601,-3.1875
bad,20,priv,60,married,no_rec,fixed,75,83,0,1300,1435,0.369230769
good,5,owner,60,married,yes_rec,freelance,75,75,0,900,1014,0
good,18,other,48,married,no_rec,freelance,75,62,0,1700,2437,-0.367058824
good,6,parents,60,separated,no_rec,fixed,45,220,0,1600,1700,6.5625
good,5,owner,36,married,no_rec,freelance,60,100,0,1100,1897,1.309090909
good,11,rent,24,single,no_rec,fixed,59,137,0,350,1158,5.348571429
good,1,rent,48,single,no_rec,fixed,45,97,0,850,1000,2.936470588
good,22,owner,24,married,no_rec,fixed,60,100,0,900,1635,1.066666667
good,2,priv,48,married,no_rec,fixed,90,170,0,1280,1879,3
bad,6,owner,36,married,no_rec,fixed,105,151,0,1635,1635,1.012844037
bad,0,owner,36,single,yes_rec,partime,35,115,0,700,900,4.114285714
good,15,other,48,married,no_rec,fixed,60,153,0,450,1188,9.92
bad,0,other,60,married,yes_rec,fixed,165,299,0,1300,1750,6.184615385
good,14,rent,60,married,no_rec,freelance,67,67,0,1500,2250,0
bad,6,other,24,single,yes_rec,fixed,35,135,0,250,250,9.6
good,5,rent,48,married,no_rec,fixed,78,177,0,700,960,6.788571429
bad,2,parents,48,separated,no_rec,freelance,35,140,0,1000,1100,5.04
good,14,rent,48,married,no_rec,fixed,54,85,0,500,800,2.976
good,26,owner,48,married,no_rec,fixed,60,95,0,1180,1442,1.423728814
good,0,parents,36,single,no_rec,fixed,35,119,0,1000,1345,3.024
good,29,owner,12,married,no_rec,fixed,45,145,0,500,1230,2.4
good,4,rent,48,single,no_rec,fixed,45,100,0,750,954,3.52
good,4,owner,24,married,no_rec,freelance,90,200,0,800,1230,3.3
good,20,owner,6,married,no_rec,freelance,60,159,0,500,1402,1.188
bad,8,owner,60,married,yes_rec,fixed,75,96,1700,2050,2050,0.117073171
good,1,other,60,single,no_rec,fixed,35,85,0,850,1618,3.529411765
bad,20,owner,60,married,yes_rec,freelance,75,60,0,1500,1912,-0.6
bad,5,owner,60,married,yes_rec,freelance,90,152,0,1250,1600,2.976
good,15,owner,36,married,no_rec,freelance,75,70,600,600,850,-0.66
good,2,rent,36,single,no_rec,others,35,89,0,525,800,3.702857143
good,7,owner,60,married,no_rec,freelance,75,138,0,1400,2035,2.7
good,10,owner,60,married,no_rec,fixed,75,187,0,1150,1250,5.843478261
good,21,other,60,widow,no_rec,fixed,45,110,0,650,1584,6
bad,2,rent,18,married,no_rec,partime,90,148,0,300,400,3.48
good,0,owner,36,married,no_rec,fixed,75,89,0,1000,1670,0.504
good,12,rent,60,married,no_rec,fixed,56,106,0,1200,1823,2.5
bad,3,parents,48,married,no_rec,freelance,35,98,0,150,816,20.16
bad,11,owner,48,married,yes_rec,fixed,90,198,0,1650,2165,3.141818182
bad,2,owner,60,married,no_rec,others,60,40,0,850,884,-1.411764706
good,22,owner,12,married,no_rec,fixed,60,100,0,400,1531,1.2
good,7,owner,48,married,no_rec,fixed,75,145,0,1250,1650,2.688
bad,2,owner,60,married,yes_rec,fixed,60,80,0,1000,1248,1.2
good,20,owner,48,married,no_rec,freelance,90,84,0,1100,2500,-0.261818182
good,7,owner,36,married,no_rec,fixed,45,208,0,500,1288,11.736
bad,14,rent,36,married,yes_rec,fixed,96,212,0,600,750,6.96
good,7,owner,18,married,yes_rec,fixed,75,169,400,400,1717,4.05
good,8,priv,48,married,no_rec,fixed,45,120,1200,880,882,3.436363636
good,21,rent,36,separated,yes_rec,fixed,53,180,0,850,950,5.378823529
bad,1,rent,48,married,no_rec,partime,89,136,0,1070,1378,2.108411215
good,1,owner,12,married,no_rec,partime,45,130,2500,400,2575,1.8
good,14,owner,60,married,no_rec,fixed,75,205,0,1350,1442,5.777777778
good,2,other,36,married,no_rec,fixed,35,148,0,700,1300,5.811428571
good,3,parents,60,single,no_rec,fixed,35,174,0,1000,1252,8.34
good,14,owner,60,married,no_rec,fixed,60,90,0,800,1517,2.25
good,3,priv,36,married,no_rec,freelance,60,68,90,900,1501,0.284
bad,0,other,36,single,no_rec,fixed,35,134,0,800,800,4.455
good,10,rent,48,single,no_rec,fixed,52,169,0,1000,1242,5.616
bad,2,parents,60,single,yes_rec,partime,35,103,0,1250,1293,3.264
good,3,rent,48,married,no_rec,fixed,57,121,0,1200,1952,2.56
bad,10,rent,36,married,no_rec,fixed,115,100,0,375,375,-1.44
good,1,owner,42,married,no_rec,fixed,75,54,0,1000,1900,-0.882
good,22,rent,60,married,no_rec,fixed,56,114,0,1000,1163,3.48
good,11,owner,60,married,no_rec,fixed,45,81,1800,1000,1206,1.08
bad,1,owner,24,married,yes_rec,freelance,180,196,0,1500,1753,0.256
good,0,parents,48,single,no_rec,partime,35,65,0,1000,1560,1.44
good,17,owner,36,married,no_rec,fixed,60,250,0,1000,1204,6.84
good,12,owner,36,married,no_rec,fixed,90,90,0,750,1374,0
good,10,rent,48,married,no_rec,fixed,100,103,0,950,1541,0.151578947
good,10,rent,36,married,no_rec,fixed,61,164,0,1000,1440,3.708
good,0,parents,24,single,no_rec,others,35,52,0,600,1243,0.68
bad,1,other,48,married,yes_rec,fixed,60,129,0,1300,1608,2.547692308
good,4,rent,60,single,no_rec,fixed,50,150,0,1500,2600,4
good,1,parents,30,single,no_rec,fixed,35,80,0,600,850,2.25
good,11,owner,60,widow,no_rec,fixed,45,90,0,850,1105,3.176470588
good,5,other,60,married,no_rec,fixed,75,95,0,1100,1388,1.090909091
bad,7,parents,60,single,no_rec,fixed,35,92,0,1618,1618,2.113720643
good,0,owner,18,married,no_rec,fixed,75,47,0,350,1236,-1.44
good,17,owner,36,married,no_rec,fixed,45,115,0,700,1631,3.6
good,1,owner,60,married,no_rec,partime,60,115,0,1870,2622,1.764705882
good,20,owner,60,married,no_rec,fixed,60,130,0,1100,1738,3.818181818
good,22,priv,60,married,no_rec,fixed,75,190,0,1300,1579,5.307692308
good,6,owner,48,married,no_rec,freelance,90,76,0,1100,1192,-0.610909091
bad,4,parents,36,single,no_rec,fixed,35,58,0,400,525,2.07
good,0,owner,36,married,no_rec,others,45,75,0,400,935,2.7
good,7,owner,24,married,no_rec,fixed,75,260,0,400,1100,11.1
good,24,owner,24,married,no_rec,fixed,75,136,0,435,935,3.365517241
good,18,parents,60,married,no_rec,fixed,75,152,0,1400,1640,3.3
good,0,parents,60,married,no_rec,others,45,209,0,900,1436,10.93333333
good,20,owner,60,married,no_rec,fixed,75,186,50,900,1700,7.366666667
bad,3,parents,60,single,yes_rec,fixed,35,90,0,949,949,3.477344573
bad,0,owner,60,married,no_rec,fixed,45,120,1000,1200,1476,3.25
good,2,owner,60,married,no_rec,fixed,60,110,0,1020,1648,2.941176471
bad,0,owner,60,married,yes_rec,freelance,45,80,0,1100,1131,1.909090909
good,7,owner,48,married,no_rec,fixed,60,132,720,1000,1350,3.1104
good,3,owner,24,married,no_rec,fixed,45,245,0,500,2070,9.6
good,10,owner,48,married,no_rec,freelance,75,200,0,750,1590,8
good,3,parents,24,single,no_rec,fixed,35,66,0,300,525,2.48
bad,9,owner,36,married,yes_rec,freelance,75,267,0,1700,1730,4.065882353
good,30,owner,48,married,no_rec,freelance,60,6,0,1200,1636,-2.16
good,3,owner,18,married,no_rec,partime,45,185,0,600,925,4.2
good,30,other,60,married,no_rec,fixed,60,144,0,1350,1478,3.733333333
bad,15,owner,48,married,no_rec,fixed,60,46,0,1800,2417,-0.373333333
good,10,rent,48,married,no_rec,fixed,56,108,0,1100,1684,2.269090909
good,1,rent,24,married,no_rec,partime,50,50,0,350,400,0
good,4,parents,60,single,no_rec,fixed,35,80,0,1000,1559,2.7
good,7,owner,12,married,no_rec,freelance,75,120,0,250,375,2.16
good,6,parents,36,married,no_rec,fixed,105,168,0,650,679,3.489230769
good,14,owner,60,married,no_rec,fixed,75,183,1100,1500,2730,3.88
good,1,parents,60,single,no_rec,fixed,35,90,0,800,994,4.125
good,25,owner,48,married,no_rec,fixed,75,156,0,700,1172,5.554285714
good,8,owner,36,separated,no_rec,fixed,35,102,0,1000,1364,2.412
bad,5,owner,60,single,yes_rec,freelance,35,142,3800,950,977,4.357894737
good,8,owner,54,married,no_rec,fixed,75,280,7000,850,1050,8.576470588
good,20,owner,60,married,no_rec,fixed,60,195,0,900,1430,9
bad,2,rent,36,single,no_rec,fixed,43,79,0,900,1000,1.44
good,18,priv,36,married,no_rec,fixed,45,220,0,800,1600,7.875
good,10,owner,36,married,no_rec,fixed,90,122,0,500,1472,2.304
bad,2,parents,36,married,yes_rec,fixed,60,87,0,2000,2300,0.486
good,20,parents,48,single,no_rec,fixed,35,114,0,1200,2472,3.16
bad,20,rent,48,single,no_rec,freelance,35,94,0,900,1300,3.146666667
good,7,priv,60,single,no_rec,fixed,35,187,2400,1400,1480,5.485714286
bad,3,owner,60,married,no_rec,freelance,75,491,0,4000,6700,6.24
good,22,owner,36,married,no_rec,fixed,75,250,0,500,1026,12.6
good,10,rent,60,married,yes_rec,fixed,110,204,0,1500,1531,3.76
good,20,rent,24,married,no_rec,fixed,77,165,0,500,1532,4.224
good,20,owner,36,married,yes_rec,fixed,75,130,0,1500,2000,1.32
good,2,parents,24,single,no_rec,fixed,35,79,0,590,894,1.789830508
good,22,rent,36,single,yes_rec,freelance,35,70,0,350,950,3.6
good,7,owner,60,separated,no_rec,fixed,35,96,0,850,1213,4.305882353
good,5,owner,60,married,no_rec,freelance,75,85,0,1200,1463,0.5
bad,2,rent,48,separated,yes_rec,freelance,35,232,0,2000,3900,4.728
bad,13,rent,60,single,no_rec,fixed,42,66,0,800,865,1.8
good,17,other,60,married,no_rec,fixed,75,155,0,2000,2086,2.4
good,8,owner,24,married,no_rec,freelance,75,184,0,1000,1603,2.616
good,0,owner,12,married,no_rec,others,75,100,8000,900,2327,-0.733333333
bad,0,parents,36,married,no_rec,freelance,75,228,0,1450,1500,3.79862069
good,6,rent,36,separated,no_rec,fixed,49,140,0,550,999,5.956363636
good,4,owner,24,married,no_rec,partime,45,158,0,500,1839,5.424
good,20,priv,48,married,no_rec,fixed,75,144,0,500,980,6.624
good,38,rent,12,married,no_rec,fixed,79,340,0,700,1568,4.474285714
good,26,rent,60,married,no_rec,fixed,85,250,0,1000,1297,9.9
good,3,owner,12,married,no_rec,fixed,60,296,2000,200,1338,12.96
bad,5,parents,48,single,no_rec,partime,35,139,0,1000,1492,4.992
good,12,owner,60,married,yes_rec,fixed,75,110,1394,900,1082,1.404
bad,1,parents,24,single,no_rec,partime,35,70,0,500,640,1.68
good,4,owner,60,married,no_rec,fixed,45,87,0,1100,1670,2.290909091
bad,13,priv,60,married,no_rec,fixed,90,108,30,1400,1410,0.758571429
good,1,parents,36,married,no_rec,fixed,45,90,0,1200,1350,1.35
good,5,parents,60,single,no_rec,fixed,45,56,0,1400,2067,0.471428571
good,10,rent,36,married,no_rec,fixed,114,235,0,500,1531,8.712
bad,1,parents,60,married,no_rec,partime,60,60,0,1400,1612,0
good,3,rent,36,single,no_rec,partime,58,225,0,1500,2050,4.008
bad,5,rent,60,married,yes_rec,freelance,54,89,0,1200,1457,1.75
bad,2,priv,36,married,no_rec,fixed,75,80,0,1300,1813,0.138461538
bad,19,rent,60,separated,yes_rec,fixed,41,63,0,2700,2957,0.488888889
good,1,owner,60,married,no_rec,fixed,60,250,0,1550,1850,7.35483871
good,5,priv,24,separated,no_rec,freelance,35,143,0,600,1350,4.32
good,7,rent,60,married,no_rec,fixed,42,73,0,950,1169,1.957894737
good,25,rent,60,married,no_rec,fixed,103,126,0,1450,1575,0.951724138
good,11,owner,36,married,no_rec,fixed,60,101,2400,965,1265,0.634196891
bad,27,owner,60,married,no_rec,freelance,60,60,0,1450,1657,0
good,19,owner,60,married,no_rec,fixed,45,169,0,1400,1714,5.314285714
bad,2,rent,48,married,yes_rec,others,109,193,0,1140,1143,3.536842105
good,5,rent,24,separated,no_rec,fixed,44,90,0,550,1319,2.007272727
good,10,parents,24,married,no_rec,partime,60,116,0,480,620,2.8
bad,1,parents,48,single,no_rec,partime,35,60,0,1350,1601,0.888888889
good,6,parents,48,single,no_rec,fixed,35,107,1172,1000,1200,2.89344
good,22,owner,18,married,yes_rec,fixed,45,150,0,500,1727,3.78
bad,0,rent,48,married,no_rec,freelance,135,254,0,2000,2476,2.856
bad,6,parents,36,single,yes_rec,freelance,35,319,0,1200,1730,8.52
good,3,other,36,married,no_rec,fixed,60,90,0,400,1661,2.7
good,2,owner,12,married,no_rec,freelance,45,122,500,350,625,2.468571429
good,1,parents,60,married,no_rec,freelance,60,93,0,1600,1647,1.2375
good,18,owner,36,married,no_rec,fixed,75,121,150,900,1633,1.78
good,2,parents,24,single,no_rec,partime,35,93,0,230,670,6.052173913
good,17,rent,48,married,no_rec,fixed,61,162,0,1000,1641,4.848
bad,0,rent,48,married,no_rec,partime,75,154,0,1300,1400,2.916923077
good,2,parents,36,married,yes_rec,freelance,45,43,0,1000,2223,-0.072
good,9,owner,60,married,no_rec,freelance,60,51,3000,1450,1970,-1.613793103
good,11,rent,60,married,no_rec,fixed,74,135,0,1000,1097,3.66
bad,3,owner,48,married,no_rec,others,75,60,1,1500,1637,-0.48032
good,2,parents,60,single,no_rec,fixed,35,106,0,820,1097,5.195121951
good,32,parents,42,married,no_rec,freelance,60,160,0,200,829,21
bad,8,parents,60,single,yes_rec,fixed,35,76,0,1300,1550,1.892307692
bad,1,owner,60,married,no_rec,fixed,45,137,180,1700,1777,3.183529412
good,24,other,60,married,no_rec,fixed,45,115,0,1250,1461,3.36
bad,1,parents,30,single,no_rec,freelance,35,60,0,800,1452,0.9375
good,15,rent,48,widow,no_rec,fixed,62,173,0,1100,1467,4.843636364
good,24,owner,48,married,no_rec,fixed,75,90,0,400,975,1.8
bad,5,rent,36,married,no_rec,freelance,97,365,0,1300,1736,7.421538462
bad,1,other,36,married,yes_rec,fixed,60,154,0,2000,2500,1.692
bad,0,parents,36,separated,no_rec,freelance,35,56,0,650,975,1.163076923
bad,4,rent,60,married,no_rec,freelance,70,100,0,2400,2500,0.75
good,0,parents,36,single,no_rec,fixed,35,70,0,900,1210,1.4
good,2,other,48,single,no_rec,fixed,35,75,0,650,824,2.953846154
good,25,owner,60,married,yes_rec,freelance,60,60,3360,1000,1162,-2.016
good,17,rent,24,married,yes_rec,fixed,58,128,0,700,982,2.4
good,14,parents,48,married,yes_rec,fixed,60,120,0,1000,1189,2.88
bad,0,other,60,single,no_rec,fixed,35,54,0,700,969,1.628571429
good,15,owner,36,married,no_rec,fixed,75,113,0,1050,1055,1.302857143
bad,16,rent,60,married,no_rec,freelance,82,71,0,2000,2250,-0.33
good,16,owner,36,married,yes_rec,fixed,90,120,0,900,1150,1.2
good,1,parents,36,single,no_rec,fixed,35,55,0,775,925,0.929032258
good,15,owner,36,single,no_rec,fixed,35,90,3000,1000,1243,0.9
good,5,owner,60,married,no_rec,freelance,45,69,0,700,768,2.057142857
good,5,rent,48,married,yes_rec,fixed,60,154,0,825,1661,5.469090909
bad,0,owner,48,married,no_rec,freelance,60,16,0,850,1053,-2.484705882
good,1,owner,36,married,no_rec,freelance,75,416,0,3875,5175,3.168
good,13,parents,48,married,no_rec,fixed,90,105,0,1200,1590,0.6
good,10,rent,36,married,no_rec,fixed,66,210,0,500,1171,10.368
good,2,owner,60,married,no_rec,fixed,35,146,2000,1000,1844,5.46
good,2,parents,60,separated,no_rec,freelance,35,150,0,1500,1671,4.6
bad,0,owner,36,married,no_rec,others,45,105,3000,1000,1620,1.08
good,13,owner,60,married,no_rec,fixed,45,148,144,1350,1496,4.513777778
good,0,priv,48,married,no_rec,others,35,84,50,700,940,3.325714286
good,8,rent,48,married,no_rec,freelance,66,60,0,700,1580,-0.411428571
good,4,owner,36,married,no_rec,freelance,35,80,0,1400,1490,1.157142857
good,15,parents,60,single,no_rec,fixed,45,226,2200,1350,1609,7.066666667
good,1,owner,48,married,no_rec,fixed,45,130,0,1000,1777,4.08
bad,20,rent,60,married,no_rec,fixed,85,100,0,1250,1250,0.72
good,2,owner,60,married,no_rec,others,60,175,0,1250,1412,5.52
bad,0,other,60,single,no_rec,partime,35,38,0,600,1690,0.3
good,0,rent,60,single,no_rec,fixed,51,163,0,1000,1353,6.72
good,15,other,36,married,no_rec,fixed,45,131,0,250,1341,12.384
good,24,owner,48,married,no_rec,fixed,75,125,200,1000,1409,2.304
good,15,owner,48,married,no_rec,freelance,35,212,0,1300,1852,6.535384615
bad,1,rent,24,single,no_rec,freelance,35,89,0,290,490,4.468965517
good,17,rent,30,married,no_rec,fixed,55,104,0,550,575,2.672727273
bad,1,rent,24,single,no_rec,partime,42,65,0,750,1192,0.736
bad,2,parents,60,single,yes_rec,partime,35,75,0,1100,1139,2.181818182
good,0,parents,60,single,no_rec,fixed,35,126,0,900,1092,6.066666667
good,0,parents,18,married,no_rec,fixed,35,91,0,600,750,1.68
good,14,rent,36,married,no_rec,fixed,70,103,0,500,1017,2.376
good,2,parents,60,single,no_rec,fixed,35,100,0,1600,1601,2.4375
good,7,rent,60,married,yes_rec,freelance,76,164,0,800,1032,6.6
good,6,owner,60,married,no_rec,fixed,45,131,1600,600,1661,7
good,2,other,18,married,yes_rec,freelance,60,54,0,850,1400,-0.127058824
good,0,other,48,married,no_rec,fixed,60,85,0,1450,1594,0.827586207
bad,2,priv,60,married,no_rec,partime,35,60,0,1300,1422,1.153846154
bad,0,owner,36,separated,no_rec,freelance,60,48,0,300,365,-1.44
good,0,parents,60,single,no_rec,partime,45,312,0,1033,1175,15.50822846
good,0,parents,24,single,no_rec,partime,35,80,0,650,1356,1.661538462
bad,0,rent,18,married,yes_rec,fixed,68,83,0,200,300,1.35
good,8,owner,24,married,no_rec,fixed,60,77,0,350,865,1.165714286
good,2,parents,24,single,no_rec,freelance,35,63,0,600,2143,1.12
good,0,parents,24,married,no_rec,others,90,31,0,625,725,-2.2656
bad,2,rent,60,single,no_rec,fixed,46,108,0,1200,1300,3.1
good,4,owner,60,married,no_rec,fixed,45,68,1379,725,1460,0.762206897
good,5,parents,30,married,no_rec,fixed,35,120,0,700,1804,3.642857143
good,8,owner,36,married,yes_rec,fixed,45,213,0,1700,2450,3.557647059
good,10,parents,48,married,no_rec,others,35,450,0,1200,1505,16.6
good,5,owner,60,married,no_rec,fixed,45,145,0,1500,1850,4
bad,15,owner,36,married,yes_rec,freelance,35,90,0,800,1300,2.475
good,2,rent,60,widow,no_rec,fixed,46,114,0,1050,1348,3.885714286
good,2,parents,60,single,no_rec,fixed,35,104,0,1400,1490,2.957142857
good,20,owner,60,married,no_rec,fixed,45,240,0,900,950,13
good,1,owner,36,married,no_rec,others,45,45,0,1500,2700,0
good,10,parents,60,single,no_rec,fixed,35,70,0,1300,1743,1.615384615
good,0,owner,60,married,no_rec,fixed,60,85,0,1100,1628,1.363636364
good,11,owner,60,married,no_rec,fixed,35,82,0,1090,1491,2.587155963
bad,2,rent,24,married,no_rec,partime,53,80,0,500,975,1.296
bad,20,owner,48,married,no_rec,freelance,45,66,0,1200,1668,0.84
bad,0,priv,60,married,no_rec,partime,90,82,0,600,790,-0.8
good,3,owner,60,married,no_rec,fixed,75,99,500,1000,3300,1.14
good,28,owner,48,married,no_rec,freelance,75,46,0,900,1300,-1.546666667
good,23,other,54,separated,no_rec,fixed,60,178,0,740,989,8.610810811
good,4,rent,60,married,no_rec,fixed,60,147,2000,1700,1719,2.364705882
good,11,owner,48,married,yes_rec,freelance,45,280,1300,1000,1350,10.656
good,12,owner,60,married,no_rec,freelance,35,75,0,1000,1100,2.4
good,6,owner,6,married,no_rec,fixed,45,190,0,200,2179,4.35
bad,0,owner,6,single,yes_rec,partime,45,240,0,675,1146,1.733333333
good,1,parents,48,single,no_rec,freelance,35,280,0,1100,1650,10.69090909
bad,8,other,60,married,no_rec,freelance,45,62,0,1800,2101,0.566666667
good,12,owner,48,married,no_rec,fixed,60,90,0,900,1097,1.6
good,17,parents,36,separated,yes_rec,fixed,35,96,0,475,475,4.623157895
good,17,rent,60,married,no_rec,fixed,51,159,0,1100,1668,5.890909091
good,1,owner,48,married,no_rec,fixed,75,155,0,600,1680,6.4
good,19,rent,60,single,no_rec,fixed,43,78,0,730,1070,2.876712329
bad,0,rent,24,married,yes_rec,fixed,103,283,0,1897,2517,2.277279916
good,10,owner,54,married,no_rec,fixed,45,130,0,1700,1957,2.7
good,16,other,42,married,yes_rec,fixed,45,80,0,700,950,2.1
good,0,rent,36,single,yes_rec,partime,48,129,0,525,525,5.554285714
good,5,owner,60,married,no_rec,fixed,35,122,0,1500,1740,3.48
good,10,owner,30,married,no_rec,freelance,60,65,0,600,1200,0.25
good,7,parents,36,single,no_rec,fixed,35,127,0,300,2612,11.04
good,3,other,48,married,no_rec,fixed,35,125,0,1500,1689,2.88
good,0,owner,36,married,no_rec,freelance,60,260,250,1100,1288,6.463636364
good,10,rent,60,married,no_rec,fixed,76,158,0,1000,1000,4.92
good,32,owner,36,married,no_rec,fixed,75,163,0,400,700,7.92
bad,14,owner,48,married,no_rec,fixed,75,131,0,980,2981,2.742857143
good,20,rent,60,married,no_rec,fixed,74,140,0,1500,1600,2.64
good,26,owner,60,married,no_rec,fixed,45,132,0,1100,1472,4.745454545
good,10,priv,60,married,no_rec,fixed,75,66,1700,1250,1525,-1.248
good,6,owner,60,married,no_rec,partime,60,140,0,1150,1715,4.173913043
good,2,owner,60,single,no_rec,fixed,35,150,0,2000,4904,3.45
good,24,owner,48,married,no_rec,fixed,75,110,0,1150,1379,1.460869565
bad,2,priv,48,married,no_rec,others,75,59,2200,1200,1530,-1.52
good,3,priv,36,married,no_rec,freelance,45,87,0,900,1596,1.68
good,1,parents,48,single,no_rec,fixed,35,139,0,650,650,7.68
good,2,parents,36,single,no_rec,partime,35,100,0,1400,1850,1.671428571
good,16,rent,60,single,no_rec,fixed,49,135,0,1300,1310,3.969230769
good,5,owner,48,married,no_rec,fixed,90,137,0,1100,1487,2.050909091
good,1,rent,60,married,no_rec,fixed,57,120,0,1500,1737,2.52
good,0,rent,48,married,no_rec,freelance,35,91,0,800,1794,3.36
good,7,owner,36,married,no_rec,fixed,75,87,0,2000,2104,0.216
good,23,rent,48,single,yes_rec,fixed,49,142,0,1300,1450,3.433846154
good,2,parents,60,single,no_rec,others,35,65,0,1100,1324,1.636363636
good,10,owner,6,married,no_rec,freelance,45,464,0,1100,2235,2.285454545
bad,5,rent,60,married,yes_rec,freelance,113,83,0,1530,1530,-1.176470588
bad,0,other,60,married,yes_rec,fixed,45,183,0,1500,1700,5.52
good,0,owner,48,single,no_rec,fixed,35,126,0,1170,1372,3.733333333
bad,0,parents,24,single,no_rec,partime,35,66,0,550,550,1.352727273
good,2,rent,48,single,no_rec,fixed,44,90,0,1200,1450,1.84
good,10,other,60,married,no_rec,fixed,60,84,0,1400,1423,1.028571429
good,4,other,60,married,yes_rec,freelance,60,61,0,1420,1450,0.042253521
good,4,parents,60,married,no_rec,freelance,35,103,0,1050,1214,3.885714286
bad,2,owner,60,married,no_rec,fixed,45,55,800,700,1250,0.171428571
good,43,other,24,married,no_rec,fixed,60,185,0,319,1669,9.404388715
good,8,parents,48,single,no_rec,fixed,35,85,0,1000,1383,2.4
good,9,owner,48,married,no_rec,fixed,35,101,0,500,1997,6.336
good,8,priv,48,single,no_rec,fixed,45,180,0,1100,1200,5.890909091
good,30,other,48,married,no_rec,fixed,45,220,0,600,900,14
bad,2,owner,48,married,no_rec,fixed,60,142,0,2000,2465,1.968
good,5,parents,24,married,no_rec,fixed,35,91,0,450,530,2.986666667
bad,2,rent,60,married,yes_rec,others,41,57,0,1200,1500,0.8
good,1,owner,48,single,yes_rec,fixed,45,62,0,1500,1788,0.544
bad,10,owner,48,married,no_rec,freelance,35,27,0,1050,1054,-0.365714286
bad,4,other,36,married,no_rec,freelance,60,37,0,250,350,-3.312
good,22,other,24,married,no_rec,fixed,45,176,0,700,1428,4.491428571
good,7,owner,60,married,no_rec,fixed,45,124,0,800,982,5.925
bad,1,parents,60,single,no_rec,fixed,45,128,2800,1300,1540,2.538461538
bad,7,owner,60,married,no_rec,fixed,60,92,991,1050,1158,1.262285714
good,7,other,48,married,no_rec,fixed,75,100,0,1200,1700,1
good,21,owner,36,married,no_rec,fixed,75,300,3500,1100,1876,6.218181818
good,8,owner,24,married,no_rec,fixed,45,167,0,250,400,11.712
good,25,owner,60,married,no_rec,fixed,60,222,0,1300,1400,7.476923077
bad,1,parents,48,single,no_rec,freelance,35,169,0,650,722,9.895384615
good,0,rent,60,married,no_rec,others,43,80,0,1200,1515,1.85
bad,5,rent,48,married,yes_rec,freelance,65,50,0,1200,1487,-0.6
good,13,parents,60,married,no_rec,fixed,35,138,0,1080,1192,5.722222222
good,2,rent,36,married,no_rec,fixed,54,187,0,1200,2050,3.99
bad,1,owner,60,married,no_rec,freelance,35,140,0,1600,2222,3.9375
good,7,parents,60,single,no_rec,fixed,35,58,0,1100,1338,1.254545455
good,18,other,36,single,no_rec,fixed,35,83,0,700,1380,2.468571429
bad,1,rent,36,separated,no_rec,others,79,38,0,400,400,-3.69
good,6,owner,48,married,no_rec,freelance,60,51,350,1300,1588,-0.461538462
bad,2,owner,60,widow,no_rec,others,45,35,0,650,865,-0.923076923
good,12,owner,48,married,no_rec,fixed,60,84,0,700,1702,1.645714286
good,7,parents,60,single,no_rec,fixed,35,95,0,900,1158,4
